coordenacao;departamento;codigo;disciplina;turma;ano;docentes;aprovados;cancelados;matriculados;modoOferta;periodo;projetoExtensao;reprovadosfrequencia;reprovadosnota;situacao;total;vagasTotal
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA118;COMUNICAÇÃO E EXPRESSÃO;A;2022;RODRIGO DE CAMPOS MACEDO;12;0;0;Presencial;1° Semestre;;4;0;Encerrada;16;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2022;CLAUDIA PEREIRA KRUEGER;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;B;2022;TIAGO LIMA RODRIGUES;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2022;CAIO DOS ANJOS PAIVA;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;D;2022;WANDER DA CRUZ;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;E;2022;DANIEL ARANA;0;0;0;Presencial;1° Semestre;;1;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;F;2022;CAIO DOS ANJOS PAIVA;0;0;0;Presencial;1° Semestre;;1;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;G;2022;TIAGO LIMA RODRIGUES;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;H;2022;PAULO SERGIO DE OLIVEIRA JUNIOR;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;I;2022;DANIEL ARANA;0;0;0;Presencial;1° Semestre;;1;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;J;2022;;0;1;0;Presencial;1° Semestre;;0;0;Em aula;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;K;2022;LUCIENE STAMATO DELAZARI;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;L;2022;WANDER DA CRUZ;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;A;2022;PEDRO LUIS FAGGION;12;0;0;Presencial;1° Semestre;;0;0;Encerrada;12;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA125;LEVANTAMENTOS GEODÉSICOS I;B;2022;WANDER DA CRUZ;10;0;0;Presencial;1° Semestre;;1;1;Encerrada;12;20
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA126;CARTOGRAFIA TEMÁTICA;A;2022;LUCIENE STAMATO DELAZARI;8;0;0;Presencial;1° Semestre;;1;0;Encerrada;9;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA127;FOTOGRAMETRIA III;A;2022;EDSON APARECIDO MITISHITA;23;0;0;Presencial;1° Semestre;;2;10;Encerrada;35;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA128;MECÂNICA E ESTRUTURAS GEODÉSICAS I;A;2022;TIAGO LIMA RODRIGUES;15;0;0;Presencial;1° Semestre;;1;1;Encerrada;17;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2022;;;;;Presencial;1° Semestre;;;;Inativada;;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA134;GESTÃO TERRITORIAL;A;2022;ALZIR FELIPPE BUFFARA ANTUNES;8;0;0;Presencial;1° Semestre;;1;0;Encerrada;9;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA135;CADASTRO TERRITORIAL MULTIFINALITÁRIO;A;2022;ALZIR FELIPPE BUFFARA ANTUNES;7;0;0;Presencial;1° Semestre;;1;0;Encerrada;8;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA140;TOPOGRAFIA INDUSTRIAL;A;2022;LUÍS AUGUSTO KOENIG VEIGA;9;1;0;Presencial;1° Semestre;;0;0;Encerrada;10;12
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA147;VISUALIZAÇÃO CARTOGRÁFICA;A;2022;LUCIENE STAMATO DELAZARI;5;0;0;Presencial;1° Semestre;;1;0;Encerrada;6;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA151;POSICIONAMENTO DE PLATAFORMAS E ELEMENTOS NÁUTICOS;A;2022;CLAUDIA PEREIRA KRUEGER;9;0;0;Presencial;1° Semestre;;0;0;Encerrada;9;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;A;2022;ÉRICA SANTOS MATOS BALUTA;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;B;2022;LUCIENE STAMATO DELAZARI;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;C;2022;TIAGO LIMA RODRIGUES;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2022;;;;;Presencial;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2022;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;E;2022;CLAUDIA PEREIRA KRUEGER;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;F;2022;CLAUDIA PEREIRA KRUEGER;2;0;0;Presencial;1° Semestre;;0;0;Encerrada;2;2
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;G;2022;DANIEL ARANA;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;H;2022;HIDEO ARAKI;1;0;0;Presencial;1° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;I;2022;;;;;Presencial;1° Semestre;;;;Inativada;;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA159;SENSORIAMENTO REMOTO APLICADO À ANÁLISE URBANA;A;2022;;;;;Presencial;1° Semestre;;;;Inativada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Hidráulica e Saneamento;TH048;SANEAMENTO BÁSICO E AMBIENTAL;A;2022;REGINA TIEMY KISHI;12;1;0;Presencial;1° Semestre;;2;0;Encerrada;15;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2022;DEÓGENES PEREIRA DA SILVA JUNIOR;19;4;0;Presencial;1° Semestre;;6;5;Encerrada;34;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;B;2022;LEONAM CORDEIRO DE OLIVEIRA;4;0;0;Presencial;1° Semestre;;6;2;Encerrada;12;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM300;INTRODUÇÃO AO CÁLCULO;A;2022;SAULO POMPONET OLIVEIRA;20;4;0;Presencial;1° Semestre;;9;35;Encerrada;68;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM302;CÁLCULO EM VÁRIAS VARIÁVEIS REAIS;A;2022;RAUL PRADO RAYA;11;5;0;Presencial;1° Semestre;;2;4;Encerrada;22;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM303;INTRODUÇÃO À GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR;A;2022;ALDEMIR JOSÉ DA SILVA PINTO;21;5;0;Presencial;1° Semestre;;25;23;Encerrada;74;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT081;ADMINISTRAÇÃO DE EMPRESAS;A;2022;ROBERTO GREGORIO DA SILVA JUNIOR;12;0;0;Presencial;1° Semestre;;2;2;Encerrada;16;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT082;PROJETO DE OBRAS VIÁRIAS E PLANEJAMENTO URBANO;A;2022;ANELISE SCHMITZ;12;0;0;Presencial;1° Semestre;;3;0;Encerrada;15;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Estatística;CE009;INTRODUÇÃO À ESTATÍSTICA;A;2022;STELA ADAMI VAYEGO;20;1;0;Presencial;2° Semestre;;8;28;Encerrada;57;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF106;FÍSICA F2;A;2022;GISELI MARIA MOREIRA;16;0;0;Presencial;2° Semestre;;10;2;Encerrada;28;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB121;ELEMENTOS DE GEOMORFOLOGIA;A;2022;LEONARDO JOSÉ CORDEIRO SANTOS;10;2;0;Presencial;2° Semestre;;3;0;Encerrada;15;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2022;LUÍS AUGUSTO KOENIG VEIGA;14;0;0;Presencial;2° Semestre;;0;8;Encerrada;22;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2022;LUCIENE STAMATO DELAZARI;16;0;0;Presencial;2° Semestre;;14;3;Encerrada;33;34
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;B;2022;;;;;Presencial;2° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;A;2022;PEDRO LUIS FAGGION;8;1;0;Presencial;2° Semestre;;0;1;Encerrada;10;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA108;LEVANTAMENTOS TOPOGRÁFICOS II;B;2022;WANDER DA CRUZ;9;0;0;Presencial;2° Semestre;;0;0;Encerrada;9;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;A;2022;HENRIQUE FIRKOWSKI;9;0;0;Presencial;2° Semestre;;3;4;Encerrada;16;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA109;PROJEÇÕES CARTOGRÁFICAS I;B;2022;HENRIQUE FIRKOWSKI;6;0;0;Presencial;2° Semestre;;1;3;Encerrada;10;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA110;AJUSTAMENTO II;A;2022;ALEX SORIA MEDINA;13;0;0;Presencial;2° Semestre;;2;2;Encerrada;17;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA111;SENSORIAMENTO REMOTO I;A;2022;JORGE ANTONIO SILVA CENTENO;15;0;0;Presencial;2° Semestre;;2;2;Encerrada;19;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA119;MÉTODOS GEODÉSICOS;A;2022;REGIANE DALAZOANA;9;0;0;Presencial;2° Semestre;;1;3;Encerrada;13;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA120;CARTOGRAFIA TOPOGRÁFICA;A;2022;HENRIQUE FIRKOWSKI;9;0;0;Presencial;2° Semestre;;1;0;Encerrada;10;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA121;FOTOGRAMETRIA II;A;2022;ANA PAULA BAUNGARTEN KERSTING;7;0;0;Presencial;2° Semestre;;1;5;Encerrada;13;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;A;2022;NAISSA BATISTA DA LUZ;6;1;0;Presencial;2° Semestre;;2;3;Encerrada;12;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA122;SISTEMAS DE INFORMAÇÕES GEOGRÁFICAS;B;2022;LUCIENE STAMATO DELAZARI;3;0;0;Presencial;2° Semestre;;0;2;Encerrada;5;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA123;PROJETO E ANÁLISE DE REDES GEODÉSICAS;A;2022;REGIANE DALAZOANA;7;0;0;Presencial;2° Semestre;;2;5;Encerrada;14;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;A;2022;CAIO DOS ANJOS PAIVA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;B;2022;HENRIQUE FIRKOWSKI;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA124;ESTÁGIO SUPERVISIONADO;C;2022;TIAGO LIMA RODRIGUES;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;A;2022;CHRISTIAN GONZALO PILAPANTA AMAGUA;7;1;0;Presencial;2° Semestre;;0;0;Encerrada;8;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA129;LEVANTAMENTO GEODÉSICOS II;B;2022;CLAUDIA PEREIRA KRUEGER;8;1;0;Presencial;2° Semestre;;0;0;Encerrada;9;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA130;PROJETO DE ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;A;2022;PEDRO LUIS FAGGION;9;0;0;Presencial;2° Semestre;;0;0;Encerrada;9;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA131;FOTOGRAMETRIA IV;A;2022;EDSON APARECIDO MITISHITA;21;1;0;Presencial;2° Semestre;;1;6;Encerrada;29;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA132;MECÂNICA E ESTRUTURAS GEODÉSICAS II;A;2022;TIAGO LIMA RODRIGUES;12;0;0;Presencial;2° Semestre;;1;0;Encerrada;13;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA133;DIREITO AGRÁRIO;A;2022;DANIELE REGINA PONTES;18;1;0;Presencial;2° Semestre;;2;1;Encerrada;22;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA138;TOPOGRAFIA III;A;2022;CAIO DOS ANJOS PAIVA;6;0;0;Presencial;2° Semestre;;4;0;Encerrada;10;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA138;TOPOGRAFIA III;B;2022;;;;;Remoto;2° Semestre;;;;Inativada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA139;PERÍCIAS E AVALIAÇÕES PATRIMONIAIS;A;2022;LUÍS AUGUSTO KOENIG VEIGA;12;2;0;Presencial;2° Semestre;;1;0;Encerrada;15;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA152;LEVANTAMENTOS HIDROGRÁFICOS;A;2022;CLAUDIA PEREIRA KRUEGER;7;0;0;Presencial;2° Semestre;;0;0;Encerrada;7;12
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;A;2022;DANIEL ARANA;9;0;0;Presencial;2° Semestre;;3;4;Encerrada;16;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA153;PROGRAMAÇÃO APLICADA;B;2022;HIDEO ARAKI;7;1;0;Presencial;2° Semestre;;3;4;Encerrada;15;22
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA156;POSICIONAMENTO GNSS EM TEMPO REAL;A;2022;CHRISTIAN GONZALO PILAPANTA AMAGUA;6;2;0;Presencial;2° Semestre;;1;0;Encerrada;9;12
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA157;PROCESSAMENTO E ANALISE DE DADOS GNSS;A;2022;;;;;Presencial;2° Semestre;;;;Inativada;;12
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;A;2022;ANA PAULA BAUNGARTEN KERSTING;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;B;2022;DANIEL ARANA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;C;2022;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;D;2022;CAIO DOS ANJOS PAIVA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;E;2022;ALEX SORIA MEDINA;0;0;0;Presencial;2° Semestre;;0;1;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;F;2022;LUÍS AUGUSTO KOENIG VEIGA;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;G;2022;PEDRO LUIS FAGGION;1;0;0;Presencial;2° Semestre;;0;0;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;H;2022;;0;1;0;Remoto;2° Semestre;;0;0;Inativada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;I;2022;NAISSA BATISTA DA LUZ;0;0;0;Remoto;2° Semestre;;0;1;Encerrada;1;1
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA158;PROJETO FINAL;J;2022;LUÍS AUGUSTO KOENIG VEIGA;2;0;0;Remoto;2° Semestre;;0;0;Encerrada;2;2
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA159;SENSORIAMENTO REMOTO APLICADO À ANÁLISE URBANA;A;2022;HIDEO ARAKI;2;0;0;Presencial;2° Semestre;;1;0;Encerrada;3;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA160;TÓPICOS EM ASTRONOMIA;A;2022;;;;;Presencial;2° Semestre;;;;Inativada;;15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI180;PROGRAMAÇÃO DE COMPUTADORES;A;2022;LUCIANO SILVA;12;0;0;Presencial;2° Semestre;;11;4;Encerrada;27;41
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;A;2022;OLGA REGINA PEREIRA BELLON;11;1;0;Presencial;2° Semestre;;5;1;Encerrada;18;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Informática;CI181;MÉTODOS NUMÉRICOS;B;2022;;;;;Presencial;2° Semestre;;;;Inativada;;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Matemática;CM301;CÁLCULO EM UMA VARIÁVEL REAL;A;2022;TANISE CARNIERI PIERIN;7;0;0;Presencial;2° Semestre;;5;13;Encerrada;25;80
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Transportes;TT080;ECONOMIA DE ENGENHARIA;A;2022;JOSE THOMAZ MENDES FILHO;9;4;0;Presencial;2° Semestre;;2;0;Encerrada;15;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;A;2021;ZULEICA FARIA DE MEDEIROS;2;4;0;;1° Semestre;;16;6;Encerrada;28;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Expressão Gráfica;CEG001;DESENHO TÉCNICO I;B;2021;ANDREA FARIA ANDRADE;7;7;0;;1° Semestre;;12;3;Encerrada;29;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Física;CF105;FÍSICA E2;A;2021;SABRINA BORGES LINO ARAÚJO;17;3;0;;1° Semestre;;15;4;Encerrada;39;60
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geografia;GB122;ZONEAMENTO GEOGRÁFICO AMBIENTAL;A;2021;EVERTON PASSOS;12;3;0;;1° Semestre;;11;0;Encerrada;26;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;A;2021;CRISTINA VALLE PINTO COELHO;3;2;0;;1° Semestre;;4;1;Encerrada;10;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2021;;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;B;2021;CRISTINA VALLE PINTO COELHO;4;0;0;;1° Semestre;;0;0;Encerrada;4;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC137;FUNDAMENTOS DE GEOLOGIA E GEOQUÍMICA;C;2021;;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geologia;GC138;GEOFÍSICA BÁSICA;A;2021;ALESSANDRA DE BARROS E SILVA BONGIOLO;8;4;0;;1° Semestre;;7;0;Encerrada;19;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;A;2021;LUÍS AUGUSTO KOENIG VEIGA;5;2;0;;1° Semestre;;11;9;Encerrada;27;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA100;TOPOGRAFIA I;B;2021;DANIEL ARANA;5;5;0;;1° Semestre;;14;0;Encerrada;24;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA101;TOPOGRAFIA II;A;2021;LUÍS AUGUSTO KOENIG VEIGA;13;2;0;;1° Semestre;;0;3;Encerrada;18;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA102;CARTOGRAFIA GERAL;A;2021;LUCIENE STAMATO DELAZARI;5;0;0;;1° Semestre;;1;2;Encerrada;8;45
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;A;2021;ALEX SORIA MEDINA;7;1;0;;1° Semestre;;4;0;Encerrada;12;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA104;LEVANTAMENTOS TOPOGRÁFICOS I;B;2021;;;;;;1° Semestre;;;;Inativada;;30
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;A;2021;HENRIQUE FIRKOWSKI;9;3;0;;1° Semestre;;3;0;Encerrada;15;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA105;CARTOGRAFIA DIGITAL;B;2021;;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA106;AJUSTAMENTO I;A;2021;ALEX SORIA MEDINA;10;0;0;;1° Semestre;;7;0;Encerrada;17;40
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;A;2021;HIDEO ARAKI;12;4;0;;1° Semestre;;6;0;Encerrada;22;35
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA107;PROCESSAMENTO DIGITAL DE IMAGENS I;B;2021;;;;;;1° Semestre;;;;Inativada;;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA112;FUNDAMENTOS EM GEODÉSIA;A;2021;REGIANE DALAZOANA;9;4;0;;1° Semestre;;8;1;Encerrada;22;50
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;A;2021;HENRIQUE FIRKOWSKI;8;6;0;;1° Semestre;;6;1;Encerrada;21;25
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;Departamento de Geomática;GA113;PROJEÇÕES CARTOGRÁFICAS II;B;2021;;;;;;1° Semestre;;;;Inativada;;25
